METHOD - 1 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,,,,,
CUUR0000SEHA,01-09-2016,298.962,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,309,211.7294618,,,,,,,,,,,,,
CUUR0000SEHA,01-10-2016,300.4,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,310,212.7478754,,,,,,,,,,,,,
CUUR0000SEHA,01-11-2016,301.587,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,311,213.5885269,,,,,,,,,,,,,
CUUR0000SEHA,01-12-2016,302.735,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,312,214.4015581,,,,,,,,,,,,,
CUUR0000SEHA,01-01-2017,303.467,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,313,214.9199717,,,,,,,,,,,,,
CUUR0000SEHA,01-02-2017,304.211,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,314,215.4468839,,,,,,,,,,,,,
CUUR0000SEHA,01-03-2017,304.868,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,315,215.9121813,,,,,,,,,,,,,
CUUR0000SEHA,01-04-2017,305.477,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,316,216.3434844,,,,,,,,,,,,,
CUUR0000SEHA,01-05-2017,306.379,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,317,216.9822946,,,,,,,,,,,,,
CUUR0000SEHA,01-06-2017,307.314,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,318,217.6444759,,,,,,,,,,,,,
CUUR0000SEHA,01-07-2017,308.173,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,319,218.2528329,,,,,,,,,,,,,
CUUR0000SEHA,01-08-2017,309.479,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,320,219.177762,,,,,,,,,,,,,
CUUR0000SEHA,01-09-2017,310.268,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,321,219.7365439,,,,,,,,,,,,,
CUUR0000SEHA,01-10-2017,311.501,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,322,220.6097734,,,,,,,,,,,,,
CUUR0000SEHA,01-11-2017,312.67,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,323,221.4376771,,,,,,,,,,,,,
CUUR0000SEHA,01-12-2017,313.904,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,324,222.3116147,,,,,,,,,,,,,
CUUR0000SEHA,01-01-2018,314.788,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,325,222.9376771,,,,,,,,,,,,,
CUUR0000SEHA,01-02-2018,315.277,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,326,223.2839943,,,,,,,,,,,,,
CUUR0000SEHA,01-03-2018,315.883,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,327,223.7131728,,,,,,,,,,,,,
CUUR0000SEHA,01-04-2018,316.763,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,328,224.3364023,,,,,,,,,,,,,
CUUR0000SEHA,01-05-2018,317.49,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,329,224.8512748,,,,,,,,,,,,,
CUUR0000SEHA,01-06-2018,318.318,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,330,225.4376771,,,,,,,,,,,,,
CUUR0000SEHA,01-07-2018,319.351,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,331,226.1692635,,,,,,,,,,,,,
CUUR0000SEHA,01-08-2018,320.651,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,332,227.0899433,,,,,,,,,,,,,
CUUR0000SEHA,01-09-2018,321.533,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,333,227.7145892,,,,,,,,,,,,,
CUUR0000SEHA,01-10-2018,322.628,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,334,228.490085,,,,,,,,,,,,,
CUUR0000SEHA,01-11-2018,323.968,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,335,229.4390935,,,,,,,,,,,,,
CUUR0000SEHA,01-12-2018,324.815,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,336,230.0389518,,,,,,,,,,,,,
CUUR0000SEHA,01-01-2019,325.597,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,337,230.5927762,,,,,,,,,,,,,
CUUR0000SEHA,01-02-2019,326.351,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,338,231.1267705,,,,,,,,,,,,,
CUUR0000SEHA,01-03-2019,327.513,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,339,231.9497167,,,,,,,,,,,,,
CUUR0000SEHA,01-04-2019,328.678,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,340,232.7747875,,,,,,,,,,,,,
CUUR0000SEHA,01-05-2019,329.333,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,341,233.2386686,,,,,,,,,,,,,
CUUR0000SEHA,01-06-2019,330.648,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,342,234.1699717,,,,,,,,,,,,,
CUUR0000SEHA,01-07-2019,331.605,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,343,234.8477337,,,,,,,,,,,,,
CUUR0000SEHA,01-08-2019,332.638,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,344,235.5793201,,,,,,,,,,,,,
CUUR0000SEHA,01-09-2019,333.834,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,345,236.4263456,,,,,,,,,,,,,
CUUR0000SEHA,01-10-2019,334.68,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,346,237.0254958,,,,,,,,,,,,,
CUUR0000SEHA,01-11-2019,335.819,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,347,237.832153,,,,,,,,,,,,,
CUUR0000SEHA,01-12-2019,336.789,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,348,238.5191218,,,,,,,,,,,,,
CUUR0000SEHA,01-01-2020,337.825,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,349,239.2528329,,,,,,,,,,,,,
CUUR0000SEHA,01-02-2020,338.616,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,350,239.8130312,,,,,,,,,,,,,
CUUR0000SEHA,01-03-2020,339.519,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,351,240.4525496,,,,,,,,,,,,,
CUUR0000SEHA,01-04-2020,340.135,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,352,240.8888102,,,,,,,,,,,,,
CUUR0000SEHA,01-05-2020,340.811,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,353,241.3675637,,,,,,,,,,,,,
CUUR0000SEHA,01-06-2020,341.294,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,354,241.7096317,,,,,,,,,,,,,
CUUR0000SEHA,01-07-2020,341.95,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,355,242.174221,,,,,,,,,,,,,
CUUR0000SEHA,01-08-2020,342.444,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,356,242.5240793,,,,,,,,,,,,,
CUUR0000SEHA,01-09-2020,342.91,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,357,242.8541076,,,,,,,,,,,,,
CUUR0000SEHA,01-10-2020,343.615,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,358,243.3533994,,,,,,,,,,,,,
CUUR0000SEHA,01-11-2020,344.039,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,359,243.6536827,,,,,,,,,,,,,
CUUR0000SEHA,01-12-2020,344.455,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,360,243.9483003,,,,,,,,,,,,,
CUUR0000SEHA,01-01-2021,344.758,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,361,244.1628895,,,,,,,,,,,,,
CUUR0000SEHA,01-02-2021,345.242,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,362,244.5056657,,,,,,,,,,,,,
CUUR0000SEHA,01-03-2021,345.717,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,363,244.842068,,,,,,,,,,,,,
CUUR0000SEHA,01-04-2021,346.267,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,364,245.2315864,,,,,,,,,,,,,
CUUR0000SEHA,01-05-2021,347.016,cpi.rent,CPI-U Rent of primary residences,U.S. Bureau of Labor Statistics,365,245.7620397,,,,,,,,,,,,,
HPIPONM226S,01-01-1991,100,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),1,100,,,,,,,,,,,,,
HPIPONM226S,01-02-1991,100.46,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),2,100.46,,,,,,,,,,,,,
HPIPONM226S,01-03-1991,100.48,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),3,100.48,,,,,,,,,,,,,
HPIPONM226S,01-04-1991,100.31,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),4,100.31,,,,,,,,,,,,,
HPIPONM226S,01-05-1991,100.37,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),5,100.37,,,,,,,,,,,,,
HPIPONM226S,01-06-1991,100.52,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),6,100.52,,,,,,,,,,,,,
HPIPONM226S,01-07-1991,100.54,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),7,100.54,,,,,,,,,,,,,
HPIPONM226S,01-08-1991,100.38,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),8,100.38,,,,,,,,,,,,,
HPIPONM226S,01-09-1991,100.61,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),9,100.61,,,,,,,,,,,,,
HPIPONM226S,01-10-1991,100.92,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),10,100.92,,,,,,,,,,,,,
HPIPONM226S,01-11-1991,101.42,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),11,101.42,,,,,,,,,,,,,
HPIPONM226S,01-12-1991,101.89,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),12,101.89,,,,,,,,,,,,,
HPIPONM226S,01-01-1992,102.23,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),13,102.23,,,,,,,,,,,,,
HPIPONM226S,01-02-1992,102.97,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),14,102.97,,,,,,,,,,,,,
HPIPONM226S,01-03-1992,102.8,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),15,102.8,,,,,,,,,,,,,
HPIPONM226S,01-04-1992,102.55,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),16,102.55,,,,,,,,,,,,,
HPIPONM226S,01-05-1992,102.59,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),17,102.59,,,,,,,,,,,,,
HPIPONM226S,01-06-1992,102.53,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),18,102.53,,,,,,,,,,,,,
HPIPONM226S,01-07-1992,102.87,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),19,102.87,,,,,,,,,,,,,
HPIPONM226S,01-08-1992,103.33,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),20,103.33,,,,,,,,,,,,,
HPIPONM226S,01-09-1992,103.73,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),21,103.73,,,,,,,,,,,,,
HPIPONM226S,01-10-1992,104.03,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),22,104.03,,,,,,,,,,,,,
HPIPONM226S,01-11-1992,104.32,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),23,104.32,,,,,,,,,,,,,
HPIPONM226S,01-12-1992,104.23,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),24,104.23,,,,,,,,,,,,,
HPIPONM226S,01-01-1993,104.28,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),25,104.28,,,,,,,,,,,,,
HPIPONM226S,01-02-1993,104.08,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),26,104.08,,,,,,,,,,,,,
HPIPONM226S,01-03-1993,104.38,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),27,104.38,,,,,,,,,,,,,
HPIPONM226S,01-04-1993,105.04,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),28,105.04,,,,,,,,,,,,,
HPIPONM226S,01-05-1993,105.25,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),29,105.25,,,,,,,,,,,,,
HPIPONM226S,01-06-1993,105.65,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),30,105.65,,,,,,,,,,,,,
HPIPONM226S,01-07-1993,105.68,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),31,105.68,,,,,,,,,,,,,
HPIPONM226S,01-08-1993,106.08,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),32,106.08,,,,,,,,,,,,,
HPIPONM226S,01-09-1993,106.44,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),33,106.44,,,,,,,,,,,,,
HPIPONM226S,01-10-1993,106.69,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),34,106.69,,,,,,,,,,,,,
HPIPONM226S,01-11-1993,107.01,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),35,107.01,,,,,,,,,,,,,
HPIPONM226S,01-12-1993,107.54,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),36,107.54,,,,,,,,,,,,,
HPIPONM226S,01-01-1994,107.79,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),37,107.79,,,,,,,,,,,,,
HPIPONM226S,01-02-1994,108.03,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),38,108.03,,,,,,,,,,,,,
HPIPONM226S,01-03-1994,108.39,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),39,108.39,,,,,,,,,,,,,
HPIPONM226S,01-04-1994,108.72,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),40,108.72,,,,,,,,,,,,,
HPIPONM226S,01-05-1994,109.08,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),41,109.08,,,,,,,,,,,,,
HPIPONM226S,01-06-1994,109.28,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),42,109.28,,,,,,,,,,,,,
HPIPONM226S,01-07-1994,109.39,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),43,109.39,,,,,,,,,,,,,
HPIPONM226S,01-08-1994,109.62,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),44,109.62,,,,,,,,,,,,,
HPIPONM226S,01-09-1994,109.74,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),45,109.74,,,,,,,,,,,,,
HPIPONM226S,01-10-1994,110.01,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),46,110.01,,,,,,,,,,,,,
HPIPONM226S,01-11-1994,110.23,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),47,110.23,,,,,,,,,,,,,
HPIPONM226S,01-12-1994,110.26,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),48,110.26,,,,,,,,,,,,,
HPIPONM226S,01-01-1995,110.58,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),49,110.58,,,,,,,,,,,,,
HPIPONM226S,01-02-1995,111.14,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),50,111.14,,,,,,,,,,,,,
HPIPONM226S,01-03-1995,111.02,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),51,111.02,,,,,,,,,,,,,
HPIPONM226S,01-04-1995,111.25,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),52,111.25,,,,,,,,,,,,,
HPIPONM226S,01-05-1995,111.39,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),53,111.39,,,,,,,,,,,,,
HPIPONM226S,01-06-1995,111.79,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),54,111.79,,,,,,,,,,,,,
HPIPONM226S,01-07-1995,112.29,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),55,112.29,,,,,,,,,,,,,
HPIPONM226S,01-08-1995,112.6,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),56,112.6,,,,,,,,,,,,,
HPIPONM226S,01-09-1995,112.83,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),57,112.83,,,,,,,,,,,,,
HPIPONM226S,01-10-1995,112.88,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),58,112.88,,,,,,,,,,,,,
HPIPONM226S,01-11-1995,113.11,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),59,113.11,,,,,,,,,,,,,
HPIPONM226S,01-12-1995,113.6,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),60,113.6,,,,,,,,,,,,,
HPIPONM226S,01-01-1996,114.01,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),61,114.01,,,,,,,,,,,,,
HPIPONM226S,01-02-1996,114.16,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),62,114.16,,,,,,,,,,,,,
HPIPONM226S,01-03-1996,114.57,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),63,114.57,,,,,,,,,,,,,
HPIPONM226S,01-04-1996,114.86,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),64,114.86,,,,,,,,,,,,,
HPIPONM226S,01-05-1996,115.11,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),65,115.11,,,,,,,,,,,,,
HPIPONM226S,01-06-1996,115.23,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),66,115.23,,,,,,,,,,,,,
HPIPONM226S,01-07-1996,115.61,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),67,115.61,,,,,,,,,,,,,
HPIPONM226S,01-08-1996,115.63,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),68,115.63,,,,,,,,,,,,,
HPIPONM226S,01-09-1996,115.92,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),69,115.92,,,,,,,,,,,,,
HPIPONM226S,01-10-1996,116.02,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),70,116.02,,,,,,,,,,,,,
HPIPONM226S,01-11-1996,116.36,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),71,116.36,,,,,,,,,,,,,
HPIPONM226S,01-12-1996,116.72,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),72,116.72,,,,,,,,,,,,,
HPIPONM226S,01-01-1997,116.84,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),73,116.84,,,,,,,,,,,,,
HPIPONM226S,01-02-1997,117.15,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),74,117.15,,,,,,,,,,,,,
HPIPONM226S,01-03-1997,117.62,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),75,117.62,,,,,,,,,,,,,
HPIPONM226S,01-04-1997,117.83,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),76,117.83,,,,,,,,,,,,,
HPIPONM226S,01-05-1997,118.27,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),77,118.27,,,,,,,,,,,,,
HPIPONM226S,01-06-1997,118.33,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),78,118.33,,,,,,,,,,,,,
HPIPONM226S,01-07-1997,118.62,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),79,118.62,,,,,,,,,,,,,
HPIPONM226S,01-08-1997,119.07,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),80,119.07,,,,,,,,,,,,,
HPIPONM226S,01-09-1997,119.22,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),81,119.22,,,,,,,,,,,,,
HPIPONM226S,01-10-1997,119.84,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),82,119.84,,,,,,,,,,,,,
HPIPONM226S,01-11-1997,120.24,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),83,120.24,,,,,,,,,,,,,
HPIPONM226S,01-12-1997,120.63,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),84,120.63,,,,,,,,,,,,,
HPIPONM226S,01-01-1998,121.08,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),85,121.08,,,,,,,,,,,,,
HPIPONM226S,01-02-1998,121.94,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),86,121.94,,,,,,,,,,,,,
HPIPONM226S,01-03-1998,122.34,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),87,122.34,,,,,,,,,,,,,
HPIPONM226S,01-04-1998,122.9,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),88,122.9,,,,,,,,,,,,,
HPIPONM226S,01-05-1998,123.39,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),89,123.39,,,,,,,,,,,,,
HPIPONM226S,01-06-1998,124.18,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),90,124.18,,,,,,,,,,,,,
HPIPONM226S,01-07-1998,124.5,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),91,124.5,,,,,,,,,,,,,
HPIPONM226S,01-08-1998,125.01,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),92,125.01,,,,,,,,,,,,,
HPIPONM226S,01-09-1998,125.81,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),93,125.81,,,,,,,,,,,,,
HPIPONM226S,01-10-1998,126.35,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),94,126.35,,,,,,,,,,,,,
HPIPONM226S,01-11-1998,127.19,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),95,127.19,,,,,,,,,,,,,
HPIPONM226S,01-12-1998,127.76,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),96,127.76,,,,,,,,,,,,,
HPIPONM226S,01-01-1999,128.49,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),97,128.49,,,,,,,,,,,,,
HPIPONM226S,01-02-1999,129.01,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),98,129.01,,,,,,,,,,,,,
HPIPONM226S,01-03-1999,129.56,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),99,129.56,,,,,,,,,,,,,
HPIPONM226S,01-04-1999,130.22,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),100,130.22,,,,,,,,,,,,,
HPIPONM226S,01-05-1999,131.01,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),101,131.01,,,,,,,,,,,,,
HPIPONM226S,01-06-1999,131.6,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),102,131.6,,,,,,,,,,,,,
HPIPONM226S,01-07-1999,132.33,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),103,132.33,,,,,,,,,,,,,
HPIPONM226S,01-08-1999,133.14,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),104,133.14,,,,,,,,,,,,,
HPIPONM226S,01-09-1999,133.52,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),105,133.52,,,,,,,,,,,,,
HPIPONM226S,01-10-1999,134.33,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),106,134.33,,,,,,,,,,,,,
HPIPONM226S,01-11-1999,134.89,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),107,134.89,,,,,,,,,,,,,
HPIPONM226S,01-12-1999,135.56,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),108,135.56,,,,,,,,,,,,,
HPIPONM226S,01-01-2000,137.16,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),109,137.16,,,,,,,,,,,,,
HPIPONM226S,01-02-2000,136.96,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),110,136.96,,,,,,,,,,,,,
HPIPONM226S,01-03-2000,138.02,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),111,138.02,,,,,,,,,,,,,
HPIPONM226S,01-04-2000,138.97,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),112,138.97,,,,,,,,,,,,,
HPIPONM226S,01-05-2000,139.58,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),113,139.58,,,,,,,,,,,,,
HPIPONM226S,01-06-2000,140.5,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),114,140.5,,,,,,,,,,,,,
HPIPONM226S,01-07-2000,141.26,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),115,141.26,,,,,,,,,,,,,
HPIPONM226S,01-08-2000,141.81,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),116,141.81,,,,,,,,,,,,,
HPIPONM226S,01-09-2000,142.69,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),117,142.69,,,,,,,,,,,,,
HPIPONM226S,01-10-2000,143.45,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),118,143.45,,,,,,,,,,,,,
HPIPONM226S,01-11-2000,144.34,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),119,144.34,,,,,,,,,,,,,
HPIPONM226S,01-12-2000,145.21,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),120,145.21,,,,,,,,,,,,,
HPIPONM226S,01-01-2001,146.11,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),121,146.11,,,,,,,,,,,,,
HPIPONM226S,01-02-2001,147.12,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),122,147.12,,,,,,,,,,,,,
HPIPONM226S,01-03-2001,147.91,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),123,147.91,,,,,,,,,,,,,
